"X","Y","forest","water"
-141.399920453889,62.7348102162175,0,947.736083984375
-141.221817506823,62.6009160336409,0,1720.93005371094
-141.113785114151,62.4666441181927,67.7883453369141,1540.30773925781
-141.889216346922,62.6574343117825,43.6252136230469,0.735494434833527
-141.204138066915,62.5027228101578,6.01562261581421,443.130432128906
-142.02982109393,63.0687987823678,0,765.778259277344
-141.677849776686,62.5465489327041,3.48927807807922,2245.13989257812
-141.012611500754,62.4303580567409,0,170.51725769043
-141.859203143143,62.729833210372,4.57431840896606,1055.73376464844
-141.765037069906,62.7891476769378,46.9713287353516,137.621368408203
-141.386452044836,62.6102395123404,320.579437255859,374.491088867188
-142.475352161065,62.6559807221564,0.157897859811783,1272.85852050781
-142.28397163249,62.5390289090175,14.8802976608276,589.789916992188
-142.006074050141,62.6484159602702,38.7801628112793,413.631500244141
-141.4657315386,62.517359442399,32.361213684082,1621.27612304688
-142.17813583166,62.6002771143192,58.6885147094727,0
-142.366330967278,62.7288324792723,44.9098968505859,2183.89672851562
-141.350398633919,62.6035552134158,55.8413162231445,85.1393890380859
-142.038880817946,62.9148657628746,12.9601802825928,446.347930908203
-141.359003043292,62.530789847721,7.61144638061523,666.572448730469
-142.05521199085,62.5515956014875,9.32199668884277,467.861999511719
-141.988483963351,62.6775987466489,22.3523921966553,7.64760780334473
-142.168068278897,62.5364951300857,0,149.846603393555
-141.730005950994,62.5749403490743,0,1796.55639648438
-142.220756282054,63.1328483225139,64.9713897705078,26.4423351287842
-142.67331325761,62.6656059251301,158.425094604492,6800.3994140625
-142.424181864046,62.7090941925326,68.7917938232422,3632.71337890625
-142.096929896479,62.5753821659398,6.14218997955322,35.1790580749512
-141.202949482455,62.6929371402638,34.3858604431152,1000.28308105469
-141.647289776419,62.5875523844435,113.429374694824,608.660400390625
-142.279849215258,62.6661314273326,0,447.315612792969
-142.004538480122,62.7165157153329,0.00150258373469114,1874.28454589844
-141.754042115921,62.8469434483433,41.322452545166,23.1539402008057
-142.256436886857,63.1466600277839,115.633377075195,34.4256744384766
-141.963480458834,62.5690372130753,0,123.851501464844
-141.0874463234,62.645215186266,25.9913101196289,295.117034912109
-141.208028411315,62.5888175666256,0,304.495361328125
-141.737595540359,62.6563009214294,19.5587692260742,880.90771484375
-141.123502372678,62.5064011629765,0,2401.43041992188
-142.315849449157,62.6116899944829,27.0264739990234,217.249526977539
-142.768116539124,62.6360297412076,1708.05871582031,9722.986328125
-141.100133597803,62.502986687108,32.5200805664062,2398.583984375
-141.527244485404,62.5161911599494,250.553802490234,309.101470947266
-141.088165767875,62.5312032110757,50.5623626708984,153.584182739258
-141.66395942304,62.7344598733748,17.9473056793213,417.838531494141
-142.187489087071,62.6901813679047,1.81294739246368,568.297729492188
-142.592327576055,62.6725603343533,21.5860290527344,4712.49169921875
-142.615448611683,62.5924978074566,391.618072509766,4947.18603515625
-141.717810243517,62.6403608934863,103.954711914062,590.097229003906
-141.206065405007,62.5743180464989,0.992180705070496,424.498138427734
-141.496251695945,62.6763228980246,14.2885179519653,2169.6025390625
-141.902322729221,62.8000555137963,67.1115493774414,21.2512302398682
-142.055964460804,62.6764897862722,0,1000.95599365234
-141.297577773155,62.5495596944585,0,2142.61767578125
-142.420224983136,62.682485681554,16.5581359863281,1083.71447753906
-141.946717569858,62.9064279761084,0,191.354522705078
-142.148929115923,62.5501014966866,48.5645370483398,113.069274902344
-141.806795966882,62.6458246733082,36.7843208312988,939.497863769531
-142.472375889919,62.5535181577469,119.750221252441,619.266540527344
-142.177663495519,62.5390569698956,0,63.2669105529785
-142.2138973456,62.7049589646405,0,1170.32922363281
-142.466523382032,62.6984498874116,280.892242431641,2761.75073242188
-142.106145409859,62.6124258436142,210.075149536133,0
-141.697658126564,62.6093515490351,8.91829395294189,1247.89990234375
-141.625614575031,62.5451958229569,56.4167098999023,1174.34692382812
-141.720139404435,62.5215420716002,66.4552154541016,424.598114013672
-141.885962773407,62.7665893920497,37.6394577026367,33.8774147033691
-141.788339622196,62.5533433357814,11.2501344680786,99.0445556640625
-142.294752032951,62.6362131674458,15.8720722198486,588.177001953125
-141.550385375286,62.6042248515746,127.29027557373,1523.45959472656
-141.764658770344,62.6457141229928,37.3668670654297,1167.44677734375
-141.119714581954,62.5941251375594,0,3630.6923828125
-142.117265577384,62.5924934125369,26.0247402191162,7.6533637046814
-142.595817121712,62.6653258200359,64.6018447875977,4150.744140625
-141.072618665267,62.5145189234891,4.78159809112549,1489.85217285156
-141.751453156619,62.5238647759529,0,1492.69140625
-142.125274942773,62.760915056763,0,1447.95251464844
-142.475640146911,62.6223075791762,56.2398681640625,971.512756347656
-142.220585669098,62.7014493292014,0,1035.53259277344
-142.113295158349,62.7115714687038,0,1346.9267578125
-141.338530493825,62.649057255106,20.4213714599609,508.405578613281
-141.154421806433,62.4864764770736,0,459.302551269531
-142.351015184873,62.71079284627,3.67909789085388,826.801330566406
-141.074977034666,62.5633211530752,74.9378967285156,1883.18347167969
-142.139102379885,62.6917646258966,30.2266044616699,458.609130859375
-142.076668413662,62.5584004530654,0,453.436981201172
-141.862937099229,62.781316147793,88.0744018554688,108.66185760498
-142.510447622522,62.6601118586942,0.680371940135956,435.412078857422
-141.31789007922,62.7101750887021,0,1431.18920898438
-142.594800531997,62.6687508611919,10.1638345718384,4501.587890625
-141.371500247158,62.4531458047322,7.88779926300049,1441.84619140625
-141.854012816451,62.8319932632048,62.4086952209473,392.657775878906
-141.519801474346,62.6614859433013,27.2189807891846,1148.66906738281
-141.767098751159,62.6975966172027,43.1596145629883,1101.34240722656
-141.883640940879,62.8452511402212,83.2991943359375,263.339996337891
-141.405587162704,62.6391772470427,102.955718994141,684.439086914062
-141.995517453665,63.0811783212059,14.8923873901367,49.1007957458496
-141.249856337802,62.6409946315521,0,1002.75109863281
-141.911143665852,63.0573297084583,17.8711910247803,164.445007324219
-141.798176473408,62.7263501183691,0,224.518966674805
